Name,Artist,Album,Track Number
Rumanian Folk Dances,Béla Bartók,Piano Performances 1928-1945,52
"Rhapsody No 1 for Violin and Piano: Prima parte (""lassú"")",Béla Bartók,Piano Performances 1928-1945,53
"Rhapsody No 1 for Violin and Piano: Seconda parte (""friss"")",Béla Bartók,Piano Performances 1928-1945,54
"Contrasts for Violin, Clarinet and Piano: I. Recruiting Dance",Béla Bartók,Piano Performances 1928-1945,55
"Contrasts for Violin, Clarinet and Piano: II. Relaxation",Béla Bartók,Piano Performances 1928-1945,56
"Contrasts for Violin, Clarinet and Piano: III. Fast Dance",Béla Bartók,Piano Performances 1928-1945,57
"Mikrokosmos 124 Staccato,146 Ostinato",Béla Bartók,Piano Performances 1928-1945,58
"Mikrokosmos 113 BulgarianRhythm (1), 129. Alternating Thirds,131 Fourths,128 PeasantDance",Béla Bartók,Piano Performances 1928-1945,59
"Mikrokosmos 120 Fifth Chords, 109 FromTheIslandOfBali, 138 Bagpipe",Béla Bartók,Piano Performances 1928-1945,60
",Mikrokosmos 100 In The Style Of A Folksong, 142 From The Diary Of A Fly, 140 Free Variations",Béla Bartók,Piano Performances 1928-1945,61
"Mikrokosmos: 133. Syncopation, 149. 6 Dances in Bulgarian Rhythm (2), 148. 6 Dances in Bulgarian Rhythm (1)",Béla Bartók,Piano Performances 1928-1945,62
"Mikrokosmos: 108. Wrestling, 150. 6 Dances in Bulgarian Rhythm (3), 151. 6 Dances in Bulgarian Rhythm (4)",Béla Bartók,Piano Performances 1928-1945,63
"Mikrokosmos: 94. Tale, 152. 6 Dances in Bulgarian Rhythm (5), 153. 6 Dances in Bulgarian Rhythm (6)",Béla Bartók,Piano Performances 1928-1945,64
"Mikrokosmos: 126. Change of Time, 116. Melody, 130. Village Joke, 139. Merry Andrew",Béla Bartók,Piano Performances 1928-1945,65
"Mikrokosmos: 143. Divided Arpeggios, 147. March",Béla Bartók,Piano Performances 1928-1945,66
"Mikrokosmos: 144. Minor Seconds, Major Sevenths",Béla Bartók,Piano Performances 1928-1945,67
"Mikrokosmos: 97. Notturno, 118. Triplets in 9/8 Time, 141. Subject and Reflexion",Béla Bartók,Piano Performances 1928-1945,68
"Mikrokosmos: 136. Whole-Tone Scale, 125. Boating, 114. Theme and Inversion",Béla Bartók,Piano Performances 1928-1945,69
"Violin Sonata No 9 In A, ""Kreutzer"" - I. Adagio Sostenuto, Presto",Béla Bartók,Piano Performances 1928-1945,70
"Violin Sonata No 9 In A, ""Kreutzer"" - II. Andante con Variazioni",Béla Bartók,Piano Performances 1928-1945,71
"Violin Sonata No 9 In A, ""Kreutzer"" - III. Presto",Béla Bartók,Piano Performances 1928-1945,72
Sonata For Violin & Piano - 1. Allegro Vivo,Béla Bartók,Piano Performances 1928-1945,73
Violin Sonata No 3 in g: II. Intermède (Fantasque et léger),Béla Bartók,Piano Performances 1928-1945,74
Violin Sonata No 3 in g: III. Finale (Très animé),Béla Bartók,Piano Performances 1928-1945,75
"Petite Suite: I. Slow Tune, Valachian, II. Whirling Dance, III. Quasi pizzicato, IV. Ruthenian, V. Bagpipes",Béla Bartók,Piano Performances 1928-1945,76
Bagatelles: No 2 Allegro giocoso; 3 Rondos on Folk Melodies Sz 84: No 1 Andante,Béla Bartók,Piano Performances 1928-1945,77
"Improvisations on Hungairan Peasant Songs Nos 1, 2, 6-8",Béla Bartók,Piano Performances 1928-1945,78
Little Piano Pieces: No 9 Preludio - All'ungherese,Béla Bartók,Piano Performances 1928-1945,79
Hungarian Folk Tunes,Béla Bartók,Piano Performances 1928-1945,80
"Pieces from ""Mikrokosmos"" for 2 Pianos: No 2 Chord and Trill Study, No 5 New Hungarian Folksong, No 6 Chromatic Invention",Béla Bartók,Piano Performances 1928-1945,81
"Easy Pieces: No 5 Evening in Transylvania, No 10 Bear Dance",Béla Bartók,Piano Performances 1928-1945,82
"For Children: No 3 Quasi adagio, No 4 Allegro - Pillow Dance, No 6 Allegro - Study for the Left Hand, No 10 Allegro molto - Children's Dance, No 12 Allegro",Béla Bartók,Piano Performances 1928-1945,83
"For Children: No 13 Andante - Ballade, No 15 Allegro moderato, No 18 Andante non troppo - Soldier's Song, No 19 Allegretto, No 21 Allegro robusto",Béla Bartók,Piano Performances 1928-1945,84
"For Children: No 26 Moderato, No 34 Allegretto, No 35 Con moto, No 31 Andante tranquillo, No 30 Allegro ironico - Jeering Song",Béla Bartók,Piano Performances 1928-1945,85
Chicago Bound,Jimmy Rogers,Martin Scorsese Presents The Blues - Godfathers & Sons,1
Mannish Boy,Muddy Waters,Martin Scorsese Presents The Blues - Godfathers & Sons,2
Spoonful,Howlin' Wolf,Martin Scorsese Presents The Blues - Godfathers & Sons,3
I Cry And Sing The Blues,Buddy Guy,Martin Scorsese Presents The Blues - Godfathers & Sons,4
Bright Lights Big City (1961 Version),Jimmy Reed,Martin Scorsese Presents The Blues - Godfathers & Sons,5
Evil (Is Going On),Howlin' Wolf,Martin Scorsese Presents The Blues - Godfathers & Sons,6
Key To The Highway,Little Walter,Martin Scorsese Presents The Blues - Godfathers & Sons,7
Wang Dang Doodle,Koko Taylor,Martin Scorsese Presents The Blues - Godfathers & Sons,8
The Red Rooster,Howlin' Wolf,Martin Scorsese Presents The Blues - Godfathers & Sons,9
I Got What It Takes,Koko Taylor,Martin Scorsese Presents The Blues - Godfathers & Sons,10
Walking The Backstreets And Crying (Live),Otis Rush,Martin Scorsese Presents The Blues - Godfathers & Sons,11
(I'm Your) Hoochie Coochie Man,Muddy Waters,Martin Scorsese Presents The Blues - Godfathers & Sons,12
Feel Good Doin' Bad (Live),Lonnie Brooks,Martin Scorsese Presents The Blues - Godfathers & Sons,13
Diddley Daddy,Bo Diddley,Martin Scorsese Presents The Blues - Godfathers & Sons,14
Talk To Me Baby (I Can't Hold Out) (Live),Magic Slim and The Teardrops,Martin Scorsese Presents The Blues - Godfathers & Sons,15
Born In Chicago,The Paul Butterfield Blues Band,Martin Scorsese Presents The Blues - Godfathers & Sons,16
Shake Your Moneymaker,Paul Butterfield,Martin Scorsese Presents The Blues - Godfathers & Sons,17
Maggies Farm,Bob Dylan,Martin Scorsese Presents The Blues - Godfathers & Sons,18
Show 'Em Whatcha Got,Public Enemy,Martin Scorsese Presents The Blues - Godfathers & Sons,19
Dooinit,Common,Martin Scorsese Presents The Blues - Godfathers & Sons,20
I'd Rather Go Blind,Etta James,Martin Scorsese Presents The Blues - Godfathers & Sons,22
Walkin' After Midnight,Patsy Cline,Gold,1
A Poor Man's Roses (Or A Rich Man's Gold) (Single Version (4-Star Master)),Patsy Cline,Gold,2
Lovesick Blues (Single Version (4-Star Master)),Patsy Cline,Gold,3
I Fall To Pieces,Patsy Cline,Gold,4
True Love,Patsy Cline,Gold,5
San Antonio Rose,Patsy Cline,Gold,6
Crazy,Patsy Cline,Gold,7
Have You Ever Been Lonely (Have You Ever Been Blue),Patsy Cline,Gold,8
South Of The Border (Down Mexico Way),Patsy Cline,Gold,9
Strange,Patsy Cline,Gold,10
I Love You So Much It Hurts,Patsy Cline,Gold,11
Foolin' 'Round,Patsy Cline,Gold,12
"Bill Bailey, Won't You Please Come Home",Patsy Cline,Gold,13
She's Got You,Patsy Cline,Gold,14
Heartaches,Patsy Cline,Gold,15
Your Cheatin' Heart,Patsy Cline,Gold,16
Anytime,Patsy Cline,Gold,17
So Wrong,Patsy Cline,Gold,18
Half As Much,Patsy Cline,Gold,19
When I Get Through With You (You'll Love Me Too),Patsy Cline,Gold,20
Imagine That,Patsy Cline,Gold,21
When You Need A Laugh,Patsy Cline,Gold,22
Why Can't He Be You,Patsy Cline,Gold,23
Back In Baby's Arms,Patsy Cline,Gold,24
Leavin' On Your Mind,Patsy Cline,Gold,25
Faded Love,Patsy Cline,Gold,26
Someday (You'll Want Me To Want You),Patsy Cline,Gold,27
Blue Moon Of Kentucky,Patsy Cline,Gold,28
Always,Patsy Cline,Gold,29
He Called Me Baby,Patsy Cline,Gold,30
Crazy Arms,Patsy Cline,Gold,31
Sweet Dreams (Of You),Patsy Cline,Gold,32
Blue Moon Of Kentucky,Bill Monroe,20th Century Masters: The Millennium Collection: Best Of Bill Monroe,1
Footprints In The Snow,Bill Monroe,20th Century Masters: The Millennium Collection: Best Of Bill Monroe,2
New Mule Skinner Blues,Bill Monroe,20th Century Masters: The Millennium Collection: Best Of Bill Monroe,3
Uncle Pen,Bill Monroe,20th Century Masters: The Millennium Collection: Best Of Bill Monroe,4
In The Pines,Bill Monroe,20th Century Masters: The Millennium Collection: Best Of Bill Monroe,5
I'm Working On A Building (1954 Version),Bill Monroe,20th Century Masters: The Millennium Collection: Best Of Bill Monroe,6
Gotta Travel On,Bill Monroe,20th Century Masters: The Millennium Collection: Best Of Bill Monroe,7
Scotland (Instrumental),Bill Monroe,20th Century Masters: The Millennium Collection: Best Of Bill Monroe,8
Molly & Tenbrooks (1957 Single Version),Bill Monroe,20th Century Masters: The Millennium Collection: Best Of Bill Monroe,9
I'm Sitting On Top Of The World,Bill Monroe,20th Century Masters: The Millennium Collection: Best Of Bill Monroe,10
I Saw The Light,Bill Monroe,20th Century Masters: The Millennium Collection: Best Of Bill Monroe,11
My Sweet Blue Eyed Darlin',Bill Monroe,20th Century Masters: The Millennium Collection: Best Of Bill Monroe,12
A Night In Tunisia,Art Blakey & The Jazz Messengers,A Night in Tunisia (The Rudy Van Gelder Edition),1
Sincerely Diana,Art Blakey & The Jazz Messengers,A Night in Tunisia (The Rudy Van Gelder Edition),2
So Tired,Art Blakey & The Jazz Messengers,A Night in Tunisia (The Rudy Van Gelder Edition),3
Yama,Art Blakey & The Jazz Messengers,A Night in Tunisia (The Rudy Van Gelder Edition),4
Kozo's Waltz,Art Blakey & The Jazz Messengers,A Night in Tunisia (The Rudy Van Gelder Edition),5
When Your Lover Has Gone,Art Blakey & The Jazz Messengers,A Night in Tunisia (The Rudy Van Gelder Edition),6
Sincerely Diana (Alternate Take),Art Blakey & The Jazz Messengers,A Night in Tunisia (The Rudy Van Gelder Edition),7
Prelude No. 2 For Piano (Album Version),George Gershwin,The Essential George Gershwin,1
I Got Rhythm,George Gershwin,The Essential George Gershwin,2
"Oh Lady, Be Good (Album Version)",George Gershwin,The Essential George Gershwin,3
Summertime (Album Version),George Gershwin,The Essential George Gershwin,4
Nice Work If You Can Get It (Album Version),George Gershwin,The Essential George Gershwin,5
They Can't Take That Away From Me (Album Version),George Gershwin,The Essential George Gershwin,6
Swanee (Album Version),George Gershwin,The Essential George Gershwin,7
Liza,George Gershwin,The Essential George Gershwin,8
Someone to Watch Over Me,George Gershwin,The Essential George Gershwin,9
'S Wonderful (Album Version),George Gershwin,The Essential George Gershwin,10
Do It Again (Album Version),George Gershwin,The Essential George Gershwin,11
Soon (Album Version),George Gershwin,The Essential George Gershwin,12
Fascinating Rhythm/Someone To Watch Over Me (Album Version),George Gershwin,The Essential George Gershwin,13
The Man I Love (Album Version),George Gershwin,The Essential George Gershwin,14
Let's Call The Whole Thing Off (Album Version),George Gershwin,The Essential George Gershwin,15
Love Is Here To Stay (Album Version),George Gershwin,The Essential George Gershwin,16
How Long Has This Been Going On? (Album Version),George Gershwin,The Essential George Gershwin,17
Blues (Album Version),George Gershwin,The Essential George Gershwin,18
But Not For Me (Album Version),George Gershwin,The Essential George Gershwin,19
A Foggy Day (Album Version),George Gershwin,The Essential George Gershwin,20
I'll Build A Stairway to Paradise (Album Version),George Gershwin,The Essential George Gershwin,21
Third Movement (Allegro Agitato) (Album Version),George Gershwin,The Essential George Gershwin,22
Of Thee I Sing Overture (Album Version),George Gershwin,The Essential George Gershwin,23
They All Laughed (Album Version),George Gershwin,The Essential George Gershwin,24
Of Thee I Sing (Album Version),George Gershwin,The Essential George Gershwin,25
Promenade (Walking The Dog),George Gershwin,The Essential George Gershwin,26
I've Got A Crush On You (Album Version),George Gershwin,The Essential George Gershwin,27
Somebody Loves Me (Album Version),George Gershwin,The Essential George Gershwin,28
Love Walked In/Embraceable You (Album Version),George Gershwin,The Essential George Gershwin,29
Mine (Album Version),George Gershwin,The Essential George Gershwin,30
Isn't It A Pity (Album Version),George Gershwin,The Essential George Gershwin,31
Introduction and Jazzbo Brown (Album Version),George Gershwin,The Essential George Gershwin,32
It Ain't Necessarily So (Album Version),George Gershwin,The Essential George Gershwin,33
"Bess, You Is My Woman Now (Album Version)",George Gershwin,The Essential George Gershwin,34
"I Loves You, Porgy",George Gershwin,The Essential George Gershwin,35
My Man's Gone Now,George Gershwin,The Essential George Gershwin,36
There's A Boat Dat's Leavin' Soon For New York (Album Version),George Gershwin,The Essential George Gershwin,37
Who Cares?,George Gershwin,The Essential George Gershwin,38
Rhapsody in Blue,George Gershwin,The Essential George Gershwin,39
Strike Up The Band (Album Version),George Gershwin,The Essential George Gershwin,40
Home Blues (Album Version),George Gershwin,The Essential George Gershwin,41
If Not I'll Just Die,Lambchop,Mr. M,1
2B2,Lambchop,Mr. M,2
Gone Tomorrow,Lambchop,Mr. M,3
Mr. Met,Lambchop,Mr. M,4
Gar,Lambchop,Mr. M,5
Nice Without Mercy,Lambchop,Mr. M,6
Buttons,Lambchop,Mr. M,7
The Good Life (is wasted),Lambchop,Mr. M,8
Kind Of,Lambchop,Mr. M,9
Betty's Overture,Lambchop,Mr. M,10
Never My Love,Lambchop,Mr. M,11
How Can You Swallow So Much Sleep,Bombay Bicycle Club,A Different Kind Of Fix,1
Bad Timing,Bombay Bicycle Club,A Different Kind Of Fix,2
Your Eyes,Bombay Bicycle Club,A Different Kind Of Fix,3
"Lights Out, Words Gone",Bombay Bicycle Club,A Different Kind Of Fix,4
Take The Right One,Bombay Bicycle Club,A Different Kind Of Fix,5
Shuffle,Bombay Bicycle Club,A Different Kind Of Fix,6
Beggars,Bombay Bicycle Club,A Different Kind Of Fix,7
Leave It,Bombay Bicycle Club,A Different Kind Of Fix,8
Fracture,Bombay Bicycle Club,A Different Kind Of Fix,9
What You Want,Bombay Bicycle Club,A Different Kind Of Fix,10
Favourite Day,Bombay Bicycle Club,A Different Kind Of Fix,11
Still,Bombay Bicycle Club,A Different Kind Of Fix,12
True Shred Guitar,Sleigh Bells,Reign of Terror,1
Born to Lose,Sleigh Bells,Reign of Terror,2
Crush,Sleigh Bells,Reign of Terror,3
End of the Line,Sleigh Bells,Reign of Terror,4
Leader of the Pack,Sleigh Bells,Reign of Terror,5
Comeback Kid,Sleigh Bells,Reign of Terror,6
Demons,Sleigh Bells,Reign of Terror,7
Road to Hell,Sleigh Bells,Reign of Terror,8
You Lost Me,Sleigh Bells,Reign of Terror,9
Never Say Die,Sleigh Bells,Reign of Terror,10
D.O.A.,Sleigh Bells,Reign of Terror,11
"6 moments musicaux, Op. 94, D. 780 : No. 1, In C Major",Friedrich Gulda,"Franz Schubert: 4 Imprompus, Op. 901 and 6 moments musicaux, Op. 94 - Fryderyck Chopin: Ballades, Op. 23 and Op. 52",1
"6 moments musicaux, Op. 94, D. 780 : No. 2, In A Flat Major",Friedrich Gulda,"Franz Schubert: 4 Imprompus, Op. 901 and 6 moments musicaux, Op. 94 - Fryderyck Chopin: Ballades, Op. 23 and Op. 52",2
"6 moments musicaux, Op. 94, D. 780 : No. 3, In F minor",Friedrich Gulda,"Franz Schubert: 4 Imprompus, Op. 901 and 6 moments musicaux, Op. 94 - Fryderyck Chopin: Ballades, Op. 23 and Op. 52",3
"6 moments musicaux, Op. 94, D. 780 : No. 4, In C,Sharp Major",Friedrich Gulda,"Franz Schubert: 4 Imprompus, Op. 901 and 6 moments musicaux, Op. 94 - Fryderyck Chopin: Ballades, Op. 23 and Op. 52",4
"6 moments musicaux, Op. 94, D. 780 : No. 5, In F minor",Friedrich Gulda,"Franz Schubert: 4 Imprompus, Op. 901 and 6 moments musicaux, Op. 94 - Fryderyck Chopin: Ballades, Op. 23 and Op. 52",5
"6 moments musicaux, Op. 94, D. 780 : No. 6, In A Flat Major",Friedrich Gulda,"Franz Schubert: 4 Imprompus, Op. 901 and 6 moments musicaux, Op. 94 - Fryderyck Chopin: Ballades, Op. 23 and Op. 52",6
"4 impromptus, Op. 90, D. 899 : No. 1 In C minor",Friedrich Gulda,"Franz Schubert: 4 Imprompus, Op. 901 and 6 moments musicaux, Op. 94 - Fryderyck Chopin: Ballades, Op. 23 and Op. 52",7
"4 impromptus, Op. 90, D. 899 : No. 2 In E Flat Major",Friedrich Gulda,"Franz Schubert: 4 Imprompus, Op. 901 and 6 moments musicaux, Op. 94 - Fryderyck Chopin: Ballades, Op. 23 and Op. 52",8
"4 impromptus, Op. 90, D. 899 : No. 3 In G Flat Major",Friedrich Gulda,"Franz Schubert: 4 Imprompus, Op. 901 and 6 moments musicaux, Op. 94 - Fryderyck Chopin: Ballades, Op. 23 and Op. 52",9
"4 impromptus, Op. 90, D. 899 : No. 4 In A Flat Major",Friedrich Gulda,"Franz Schubert: 4 Imprompus, Op. 901 and 6 moments musicaux, Op. 94 - Fryderyck Chopin: Ballades, Op. 23 and Op. 52",10
"2 ballades, Op.23 : No. 1 In G minor",Friedrich Gulda,"Franz Schubert: 4 Imprompus, Op. 901 and 6 moments musicaux, Op. 94 - Fryderyck Chopin: Ballades, Op. 23 and Op. 52",11
"2 ballades, Op.23 : No. 4 In F minor",Friedrich Gulda,"Franz Schubert: 4 Imprompus, Op. 901 and 6 moments musicaux, Op. 94 - Fryderyck Chopin: Ballades, Op. 23 and Op. 52",12
Promenade,Modest Mussorgsky,Pictures at an Exhibition,1
Gnomus,Modest Mussorgsky,Pictures at an Exhibition,2
Promenade,Modest Mussorgsky,Pictures at an Exhibition,3
The Old Castle,Modest Mussorgsky,Pictures at an Exhibition,4
Promenade,Modest Mussorgsky,Pictures at an Exhibition,5
Tuilerie Gardens,Modest Mussorgsky,Pictures at an Exhibition,6
Bydlo,Modest Mussorgsky,Pictures at an Exhibition,7
Promenade,Modest Mussorgsky,Pictures at an Exhibition,8
Ballet of the Unhatched Chicks,Modest Mussorgsky,Pictures at an Exhibition,9
Samuel Goldenberg and Schmulye,Modest Mussorgsky,Pictures at an Exhibition,10
The Market at Limoges - Catacombs,Modest Mussorgsky,Pictures at an Exhibition,11
With the Dead in a Dead Language,Modest Mussorgsky,Pictures at an Exhibition,12
The Hut on Chicken's Eggs - The Great Gate of Kiev,Modest Mussorgsky,Pictures at an Exhibition,13
Promenade - Gnomus,Modest Mussorgsky,Pictures at an Exhibition,14
Promenade - The Old Castle,Modest Mussorgsky,Pictures at an Exhibition,15
